label,radius_norm,radius_rank,log_volume,volume_rank,recent_speed_relcentroid,recent_radial_relcentroid,recent_tangential_relcentroid,recent_speed_abs,accel_mag_relcentroid,accel_radial_relcentroid,accel_tangential_relcentroid,recent_log_volume_change,old_speed_relcentroid,old_radial_relcentroid,old_tangential_relcentroid,old_log_volume_change_rate,future_radial_velocity,future_speed,knn3_mean_distance,knn3_max_distance,knn3_distance_sd,knn3_log_density,knn3_neighbor_logvol_mean,knn3_neighbor_logvol_sd,knn3_focal_minus_neighbor_logvol,knn3_shape_eigfrac1,knn3_shape_eigfrac2,knn5_mean_distance,knn5_max_distance,knn5_distance_sd,knn5_log_density,knn5_neighbor_logvol_mean,knn5_neighbor_logvol_sd,knn5_focal_minus_neighbor_logvol,knn5_shape_eigfrac1,knn5_shape_eigfrac2,knn10_mean_distance,knn10_max_distance,knn10_distance_sd,knn10_log_density,knn10_neighbor_logvol_mean,knn10_neighbor_logvol_sd,knn10_focal_minus_neighbor_logvol,knn10_shape_eigfrac1,knn10_shape_eigfrac2,neighbor_velocity_mean_speed,neighbor_velocity_speed_sd,neighbor_velocity_consensus_mag,focal_minus_neighbor_consensus_speed,focal_neighbor_velocity_alignment,neighbor_radial_velocity_mean,neighbor_radial_velocity_sd,sequence,organism,r8_eigfrac1,r8_eigfrac2,r8_eigfrac3,r8_axis_ratio21,r8_axis_ratio31,r8_bbox_major,r8_bbox_mid,r8_bbox_minor,r8_bbox_ratio_minor_major,r8_projected_area_px,r8_perimeter_px,r8_roundness,r8_intensity_mean,r8_intensity_var,r8_intensity_q25,r8_intensity_median,r8_intensity_q75,r8_gradient_mean_inplane,r8_gradient_q75_inplane,r8_boundary_mean_intensity,r8_outside_neighbor_mean_intensity,r8_boundary_contrast_norm,r8_intensity_polarity_norm,r8_intensity_axis_asym_abs,r8_d23_25_eigfrac1,r8_d24_25_eigfrac1,r8_d23_25_axis_ratio21,r8_d24_25_axis_ratio21,r8_d23_25_bbox_ratio_minor_major,r8_d24_25_bbox_ratio_minor_major,r8_d23_25_roundness,r8_d24_25_roundness,r8_d23_25_intensity_mean,r8_d24_25_intensity_mean,r8_d23_25_intensity_var,r8_d24_25_intensity_var,r8_d23_25_intensity_median,r8_d24_25_intensity_median,r8_d23_25_gradient_mean_inplane,r8_d24_25_gradient_mean_inplane,r8_d23_25_boundary_contrast_norm,r8_d24_25_boundary_contrast_norm,r8_d23_25_intensity_polarity_norm,r8_d24_25_intensity_polarity_norm,r8_d23_25_intensity_axis_asym_abs,r8_d24_25_intensity_axis_asym_abs,r8_rank_eigfrac1,r8_rank_eigfrac2,r8_rank_eigfrac3,r8_rank_axis_ratio21,r8_rank_axis_ratio31,r8_rank_bbox_major,r8_rank_bbox_mid,r8_rank_bbox_minor,r8_rank_bbox_ratio_minor_major,r8_rank_projected_area_px,r8_rank_perimeter_px,r8_rank_roundness,r8_rank_intensity_mean,r8_rank_intensity_var,r8_rank_intensity_q25,r8_rank_intensity_median,r8_rank_intensity_q75,r8_rank_gradient_mean_inplane,r8_rank_gradient_q75_inplane,r8_rank_boundary_mean_intensity,r8_rank_outside_neighbor_mean_intensity,r8_rank_boundary_contrast_norm,r8_rank_intensity_polarity_norm,r8_rank_intensity_axis_asym_abs,r8_knn5_eigfrac1_mean,r8_knn5_eigfrac1_sd,r8_knn5_eigfrac1_contrast,r8_knn5_axis_ratio21_mean,r8_knn5_axis_ratio21_sd,r8_knn5_axis_ratio21_contrast,r8_knn5_bbox_ratio_minor_major_mean,r8_knn5_bbox_ratio_minor_major_sd,r8_knn5_bbox_ratio_minor_major_contrast,r8_knn5_roundness_mean,r8_knn5_roundness_sd,r8_knn5_roundness_contrast,r8_knn5_intensity_mean_mean,r8_knn5_intensity_mean_sd,r8_knn5_intensity_mean_contrast,r8_knn5_intensity_var_mean,r8_knn5_intensity_var_sd,r8_knn5_intensity_var_contrast,r8_knn5_boundary_contrast_norm_mean,r8_knn5_boundary_contrast_norm_sd,r8_knn5_boundary_contrast_norm_contrast,r8_knn5_intensity_polarity_norm_mean,r8_knn5_intensity_polarity_norm_sd,r8_knn5_intensity_polarity_norm_contrast
53,1.5457680425377578,0.9076923076923076,2.302585092994046,0.5038461538461538,0.0035768555550722,0.002542043196387,0.0025163290821261,0.0024184969754297,0.0045318754268491,0.004391877275205,0.0011177248695524,0.0,0.0018795257867997,0.0002007679306225,0.0018687721694413,0.0,0.0001775240947283,0.0006449325267812,0.0779931916445197,0.0822644556082903,0.003442824031356,6.094244593926205,2.302585092994046,0.0,0.0,0.8451747338981629,0.1548252659377623,0.08559640904413,0.1112771457752432,0.01324182179199,6.000900673817878,2.302585092994046,0.0,0.0,0.5980994037263077,0.4019005961403962,0.1197183513557411,0.1920384066928453,0.0384409717094072,5.602704877167211,2.302585092994046,0.0,0.0,0.7292482107163958,0.270751789220354,0.0021821731840437,0.0009011098437779,0.0019691703191612,0.0021766472778867,0.8471526534882127,0.0004993749235283,0.0008006172101001,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1055.3333333333333,206.44444444444449,1050.0,1055.0,1058.0,26.86252690788548,36.76955262170047,1052.0,1027.25,0.0234523057485786,0.0052219822141604,0.0067052783019369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.22222222222206,31.22222222222217,-59.2098765432099,-310.98765432098764,138.0,29.0,5.44330977769253,-2.754316475415443,0.006219355369698202,-0.001081165011972498,-0.0055763031004817,-0.0076010042820861,0.0064059028750387,-0.009240190350263997,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.7461538461538462,0.3769230769230769,0.7692307692307693,0.7461538461538462,0.7384615384615385,0.5923076923076923,0.6230769230769231,0.7461538461538462,0.7153846153846154,0.6615384615384615,0.13076923076923078,0.45384615384615384,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,1023.3333333333333,154.3784511285157,32.0,340.2716049382716,339.14479963976254,-133.8271604938271,0.02132074273178062,0.024490921914923733,0.0021315630167979827,0.00793658623773488,0.00403651923653704,-0.002714604023574479
54,1.3537543346676073,0.8153846153846154,2.302585092994046,0.5038461538461538,0.0041997267140016,-0.0004398508386901,0.0041766297073121,0.0024184969754297,0.0023046896565361,-0.0009194808119462,0.0021133266310268,0.0,0.0024160243098092,0.0011353390815782,0.0021326459235959,0.0,0.0007525479536121,0.0008061656584765,0.0746157146607697,0.0787776897667908,0.0029433750838945,6.180863182492527,2.302585092994046,0.0,0.0,0.7441455942368509,0.2558544055838144,0.07952371608796,0.0919347018874554,0.0071782787309365,6.382791344368653,2.302585092994046,0.0,0.0,0.6225607039140009,0.3774392959291498,0.114515398351826,0.1920384066928453,0.0403094941373482,5.602704877167211,2.302585092994046,0.0,0.0,0.8099636100114189,0.1900363899207321,0.0027102582958922,0.0011277202401865,0.0025859313324071,0.0023819432805081,0.8586896708242603,0.0010420445866803,0.0010531636574649,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1275.5555555555557,1786.246913580247,1246.0,1270.0,1308.0,55.772619457634825,61.0,1271.5,1212.0,0.0466463414634146,0.0204970080392606,0.026457903145028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.11111111111131,88.33333333333348,613.7777777777778,1594.0740740740741,50.0,87.0,-3.5304050533229017,27.476062166558215,-0.0018062435767369975,0.0268873335083375,0.0125585859375671,0.0177784890783642,0.0224796648187318,0.0226753499623609,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.9692307692307692,0.9307692307692308,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9538461538461539,0.8923076923076924,0.9692307692307692,0.9615384615384616,0.9076923076923077,0.8153846153846154,0.9230769230769231,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,1215.6222222222223,101.09998962034845,59.933333333333394,641.427160493827,299.3905336487274,1144.81975308642,0.027381000111193175,0.009624069880127265,0.019265341352221424,0.009885792071651741,0.0061358798696364986,0.010611215967608858
55,1.338114022782707,0.8076923076923077,2.302585092994046,0.5038461538461538,0.0035768555550722,0.0026760674516168,0.0023733012148162,0.0024184969754297,0.0021156570499304,0.0020884644378761,0.0003381139521626,0.0,0.0024160243098092,0.0012460536636549,0.0020699091122272,0.0,0.000421876457538,0.0005813343236311,0.0781233744332154,0.0912642193365606,0.0093308680467903,5.886605229175665,2.302585092994046,0.0,0.0,0.6286533212832981,0.3713466785551594,0.1051204226809071,0.1503558387689995,0.0339777342920212,5.398938983967744,2.302585092994046,0.0,0.0,0.6756074222855262,0.3243925776325388,0.140036595266616,0.1903865642899966,0.0432715600535504,5.619982542603652,2.302585092994046,0.0,0.0,0.5778566683165225,0.4221433316369283,0.0026011888265755,0.0011845867742208,0.002509523520254,0.0019943436969867,0.8419036944893041,0.0005109830584367,0.0007765221676334,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1242.7777777777778,244.61728395061724,1226.0,1244.0,1254.0,25.39218334522923,40.99390198553927,1240.125,1213.0,0.0218261063924899,0.0030355093645803,0.000437995483608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.333333333333485,26.44444444444457,64.59259259259252,-188.49382716049385,31.0,36.0,4.990227107689446,-1.5134250017723687,0.006068934638168499,-0.001296666970075102,-0.0029413061962282002,-0.0076306621547098,-0.008007744250977201,-0.0126519058548561,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.9538461538461539,0.46153846153846156,0.9538461538461539,0.9538461538461539,0.9461538461538461,0.5384615384615384,0.7615384615384615,0.9538461538461539,0.9692307692307692,0.6384615384615384,0.05384615384615385,0.023076923076923078,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,1176.0666666666668,135.64473569212947,66.711111111111,797.1456790123457,558.2355575805743,-552.5283950617285,0.02904239768339112,0.01598894827069121,-0.0072162912909012195,0.0125073466163732,0.006616760727611664,-0.0094718372517929
56,1.2750287859338687,0.7769230769230769,2.302585092994046,0.5038461538461538,0.0018632897029761,0.000224947859221,0.0018496613143624,0.0,0.0021156570499304,0.002068736337572,0.0004430967372134,0.0,0.0025237757584666,0.0005432671472288,0.0024646104937222,0.0,0.0012808670986277,0.0016123313169531,0.0880486654152897,0.0941040871425175,0.0066572994722645,5.825319887157326,2.302585092994046,0.0,0.0,0.7412779661908404,0.2587220336809032,0.0931759600247938,0.1015192733756842,0.0081360765835602,6.184451138440348,2.302585092994046,0.0,0.0,0.6485000304352163,0.3514999694504712,0.1266681233039764,0.1947603466231152,0.0371133138922631,5.574556028816439,2.302585092994046,0.0,0.0,0.6132528295241843,0.3867471704184178,0.0034455427194361,0.0020656962235945,0.0033065301960948,0.0015485936601532,0.9744198999770616,0.0009683154288763,0.0011782774334191,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1133.7777777777778,590.8395061728394,1115.0,1149.0,1151.0,27.94645595453799,40.5493526458808,1131.875,1111.8333333333333,0.0176768914151313,0.0137021603761779,0.0104422583115303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.111111111111086,-23.333333333333258,420.51851851851836,457.6296296296295,-10.0,-6.0,5.907169123850931,8.662086007526256,0.004385388397600901,0.0092867435372747,0.0078771702470839,0.0093364726782737,0.003754792302327399,0.005738033724000899,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.8615384615384616,0.7076923076923077,0.8846153846153846,0.8884615384615384,0.8615384615384616,0.6384615384615384,0.7384615384615385,0.8653846153846154,0.8846153846153846,0.5846153846153846,0.6923076923076923,0.6307692307692307,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,1041.2,257.7659326780456,92.57777777777778,793.1061728395061,556.4164166806321,-202.26666666666677,0.017036439422023663,0.019519912903275503,0.000640451993107638,0.014506653955622981,0.007061925210608859,-0.0008044935794450821
58,1.4077385354696246,0.8461538461538461,2.302585092994046,0.5038461538461538,0.0018632897029761,0.0003031041550466,0.001838471209568,0.0,0.0003352161417463,-0.0002679549620838,0.0002014199592442,0.0,0.0018795257867997,0.0002877640331371,0.0018573661578907,0.0,0.0006933130033908,0.0010815847280877,0.0774834823660381,0.0818367345700356,0.0049810468390717,6.104670405129986,2.302585092994046,0.0,0.0,0.7716120265229384,0.2283879733111828,0.0917670411196402,0.1170162713420711,0.0180766543603015,5.900322477469558,2.302585092994046,0.0,0.0,0.6302831174609668,0.3697168824247207,0.1218119076292089,0.171013561160553,0.0354033071274851,5.8346099341429145,2.302585092994046,0.0,0.0,0.6623582250279909,0.3376417749098645,0.0027725454117851,0.001189380423251,0.0026339052056145,0.0008720014854466,0.9830330529214214,0.0007834828672253,0.0010261800587309,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1381.111111111111,406.5432098765432,1365.0,1378.0,1395.0,46.682157127989655,55.05678886386311,1375.875,1315.5833333333333,0.0436544650040225,0.0024868192302465,0.0006897195575638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-14.222222222222172,-176.66666666666663,-1310.567901234568,13.0,-11.0,-8.268581112718337,-7.3330313386889685,-0.006682330970656902,0.007462396203258101,-0.0029577213688319,-0.0159522449654243,-0.0041806341754436,-0.013549231805823299,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.9923076923076923,0.6153846153846154,0.9923076923076923,0.9923076923076923,0.9846153846153847,0.8846153846153846,0.8615384615384616,0.9923076923076923,0.9846153846153847,0.8769230769230769,0.03076923076923077,0.03076923076923077,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,1150.2222222222222,100.37664870346232,230.8888888888889,850.0790123456788,583.5762517577351,-443.53580246913566,0.03432431481785998,0.021012869352048817,0.009330150186162518,0.01284665724235592,0.006506876983864578,-0.010359838012109419
59,1.6236793992580063,0.946153846153846,2.302585092994046,0.5038461538461538,0.0035768555550722,0.0027233972186182,0.0023188366159508,0.0024184969754297,0.005073176464084,0.003973589826449,0.0031539979909437,0.0,0.0025237757584666,0.0007159380949917,0.002420098494517,0.0,9.260361037918706e-05,0.0003605282426959,0.0888250794066792,0.1026081366963319,0.0191095277192716,5.6522883772884045,2.302585092994046,0.0,0.0,0.6042253551418152,0.3957746447370471,0.1100096177156684,0.1420339436963631,0.0298714902709298,5.512816332047089,2.302585092994046,0.0,0.0,0.7279654406170967,0.2720345593059473,0.1699563472463071,0.2871093094118595,0.0722491062805494,4.798369626389704,2.302585092994046,0.0,0.0,0.8555819065684541,0.1444180934022247,0.0021198860681507,0.0007717389019147,0.0019045251296918,0.0019498545979395,0.926217504223551,0.0007928313503359,0.0009290197123875,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1087.0,1289.3333333333333,1067.0,1097.0,1112.0,35.80795954568359,42.00297608503474,1085.75,1073.0,0.0117295308187672,0.0214199434086822,0.02729166737851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.44444444444434,-23.888888888888914,313.53086419753083,1038.3456790123455,-65.0,-7.0,-6.238168752061611,1.985771239265084,-0.0115532588110042,-0.0210145179909947,0.004351144957748299,0.0138250062186793,0.0063188048529595996,0.019696730188579398,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.8153846153846154,0.8923076923076924,0.8076923076923077,0.8384615384615385,0.8384615384615385,0.7846153846153846,0.7692307692307693,0.8153846153846154,0.823076923076923,0.4230769230769231,0.8307692307692308,0.9307692307692308,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,995.3333333333333,146.34110331181228,91.66666666666674,231.7037037037037,124.01738598118347,1057.6296296296296,0.015134200117371582,0.01062727304226667,-0.0034046692986043816,0.00616314518589628,0.0022654283282229314,0.01525679822278592
60,1.4850526950126652,0.8769230769230769,2.302585092994046,0.5038461538461538,0.0018632897029761,0.0002764312048483,0.0018426704279938,0.0,0.0003352161417463,-0.0002650080682225,0.0002052817221875,0.0,0.0027733277702393,0.0016679954351673,0.0022156574982252,0.0,0.0005477958262367,0.0005813343236311,0.0736622955325893,0.0778816110651857,0.0039375897231202,6.203743112873252,2.302585092994046,0.0,0.0,0.6842383891713151,0.3157616106449165,0.0795720014050558,0.0967701055072313,0.0094587998080378,6.280272231930001,2.302585092994046,0.0,0.0,0.6260323070889425,0.3739676927553225,0.1117648173780336,0.1537220725382592,0.0335207392207841,6.047803154595833,2.302585092994046,0.0,0.0,0.7615988426486254,0.2384011572779261,0.0025248863544629,0.0010311338815531,0.0022450269175163,0.0007255490926289,0.9544960734163438,0.0009681975212177,0.0011407118680885,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1000.8888888888888,208.76543209876544,991.0,1002.0,1007.0,18.81576565065152,24.186773244895647,999.0,994.6666666666666,0.004329484902309,0.0077831512954086,0.0047586667960336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.33333333333337,7.111111111110972,135.25925925925927,-19.407407407407362,-16.0,12.0,-0.24255720231697353,-0.2580496458167474,-0.0038217985493567003,0.0039940645087491,0.004089063567773299,0.0030772936242074002,0.0014141969123139001,0.0007875575306465999,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.6153846153846154,0.3923076923076923,0.6384615384615384,0.6307692307692307,0.6,0.33076923076923076,0.34615384615384615,0.6153846153846154,0.6230769230769231,0.2230769230769231,0.3,0.3076923076923077,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,1071.0222222222224,203.03637574716313,-70.13333333333355,389.0074074074074,327.3913708155718,-180.24197530864197,0.033528139757046035,0.020421389424480237,-0.029198654854737036,0.00704988755388058,0.004511843571330961,0.00073326374152802
62,0.3139603341465739,0.1076923076923077,2.302585092994046,0.5038461538461538,0.0031992033896003,0.0017900695249758,0.0026515190785251,0.0048369939508594,0.0025712643875641,0.0020763050181666,0.0015166931206712,0.0,0.0012067215412377,-0.0006709558382001,0.0010029930913383,0.0,0.0015169048992676,0.0018026412134795,0.0723379291694544,0.0822288971646114,0.0069990173940369,6.095109271887427,2.302585092994046,0.0,0.0,0.69248522336854,0.3075147764421291,0.0856305356193663,0.1187282509118719,0.0190707496483669,5.87127391847786,2.302585092994046,0.0,0.0,0.6032094407896916,0.3967905590803754,0.1176645630863761,0.186898341746556,0.0372628309129123,5.656965966905638,2.302585092994046,0.0,0.0,0.6904423878753111,0.3095576120590438,0.0026947520909842,0.0011120943008263,0.0018779467747132,0.002912256006816,0.4394482065225255,0.00128834157486,0.001158483647691,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,946.4444444444443,304.9135802469136,936.0,941.0,956.0,25.057818892633595,33.15493930020081,945.875,923.8333333333334,0.0232889175862877,0.0098703755111394,0.0058951091484851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.66666666666674,-42.55555555555566,-76.07407407407408,-56.41975308641969,-125.0,-38.0,-0.7571880742008048,-3.873779157638616,0.012462966570133401,-0.012479535396523096,-0.0018200376805819988,-0.0011510813753818992,-0.010188043930681,-0.0056629819868554004,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5384615384615384,0.5384615384615384,0.5461538461538461,0.5307692307692308,0.5384615384615384,0.5307692307692308,0.5461538461538461,0.5384615384615384,0.5615384615384615,0.6538461538461539,0.47692307692307695,0.4076923076923077,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,845.6444444444444,88.54763382942609,100.79999999999995,350.7012345679012,297.41018221522256,-45.7876543209876,0.005437661370229279,0.008636694593339737,0.017851256216058424,0.01196402238040488,0.005232449024113102,-0.00209364686926548
63,1.1173096709210917,0.6384615384615384,2.302585092994046,0.5038461538461538,0.0018386016148562,0.0009067852640038,0.0015994362704207,0.003420271223211,0.0031105030628786,-0.0002520631884994,0.0031002731255779,0.0,0.0018402143877115,0.0009286359578394,0.0015887178007903,0.0,-0.0006243246421131,0.000822130884752,0.103868143319141,0.1186050248787615,0.0126876202803835,5.362525138656694,2.302585092994046,0.0,0.0,0.7592067278238317,0.2407932720848405,0.1108634045599938,0.1222238599533491,0.0130494065521026,5.813239908374075,2.302585092994046,0.0,0.0,0.5697453358643377,0.4302546640554117,0.1467925888458918,0.2055864688720944,0.0401150473127933,5.4663622138621015,2.302585092994046,0.0,0.0,0.707907421789335,0.2920925781674822,0.0030644069086754,0.0013964824799399,0.0004768758123536,0.0022943876869758,-0.944558302299658,-0.0003140317094445,0.0020395523679062,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1068.111111111111,88.98765432098766,1061.0,1065.0,1071.0,16.752840009671274,23.20021551624036,1066.625,1049.5833333333333,0.0159549568292937,0.003234432916084,0.0044591772078575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.111111111111086,28.55555555555543,-47.23456790123457,-151.70370370370375,58.0,29.0,1.1056597647405582,-1.5837734922900424,0.006654361591198499,0.010864640454774699,-0.0045957260940812,-0.0066957949350899,0.0041891717247044,-0.0092858218831505,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.7769230769230769,0.1,0.7961538461538461,0.7692307692307693,0.7461538461538462,0.2692307692307692,0.3076923076923077,0.7769230769230769,0.7692307692307693,0.5538461538461539,0.06153846153846154,0.27692307692307694,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,965.1777777777777,81.79376655292002,102.9333333333334,427.03703703703707,210.83671662948984,-338.0493827160494,0.030262066251301355,0.02297013703132898,-0.014307109422007656,0.01076342183980894,0.0031428172742022998,-0.00752898892372494
64,1.2221042902118686,0.7307692307692307,2.302585092994046,0.5038461538461538,0.0018386016148562,0.0009217225610558,0.0015908750480765,0.003420271223211,0.0025712643875641,-0.0013129318251731,0.0022107941046608,0.0,0.0003896426809152,0.0003830182516259,7.154325762922224e-05,0.0,-0.0012090699875546,0.0017808781475064,0.0945656388103414,0.1002145305024155,0.0040315953758768,5.6994964602705975,2.302585092994046,0.0,0.0,0.596758345878185,0.4032416540101942,0.1042923083688047,0.1324002850360527,0.0149919524470699,5.653288877659793,2.302585092994046,0.0,0.0,0.6997391149952416,0.3002608849146817,0.1385933897907115,0.1959579618856273,0.0388746327985577,5.562295338830409,2.302585092994046,0.0,0.0,0.5979467745837521,0.4020532253679839,0.0028721161830189,0.0015482628152428,2.75108183562832e-05,0.0018418724222091,-0.1115159781783455,-2.188186882117397e-05,0.0021672583329712,01,Tribolium,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,9.0,12.0,0.7853981633974483,1071.3333333333333,140.22222222222223,1061.0,1073.0,1082.0,11.154834838823373,15.008331019803634,1071.875,1070.3333333333333,0.0014390168014935,0.0071188930856207,0.0049538529333913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.1111111111111,8.0,90.0493827160494,-34.888888888888914,133.0,9.0,0.863205199151512,-4.6889650127348705,-0.00015296433058189997,-0.0056142747345566,0.0030020770349800004,0.0030056549611553003,0.0020653037083963,0.0004746397152077999,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.5038461538461538,0.7923076923076923,0.2076923076923077,0.7961538461538461,0.7807692307692308,0.7730769230769231,0.06153846153846154,0.08461538461538462,0.7923076923076923,0.8153846153846154,0.16923076923076924,0.27692307692307694,0.33076923076923076,0.5,0.0,0.0,1.0,0.0,0.0,0.9999999999996666,0.0,0.0,0.7853981633974483,0.0,0.0,1072.8444444444444,232.8339481420341,-1.5111111111111768,345.15061728395057,211.6095483889241,-204.92839506172834,0.0332884076798597,0.01909826159381978,-0.031849390878366204,0.008078431717991122,0.0037250618854007436,-0.0009595386323704219
