clone,n_d2,x,y2d,start,sister_fate,target_fate,Kit,Ly6a,Flt3,Hlf,Hoxa9,Meis1,Pbx1,Myb,Runx1,Gata2,Tal1,Lmo2,Erg,Fli1,Lyl1,Mpl,Spi1,Cebpa,Cebpb,Gfi1,Irf8,Csf1r,Csf3r,Mpo,Elane,Prtn3,Ctsg,Ltf,S100a8,S100a9,Lyz2,Fcgr3
830,3,114.19266666666665,934.5713333333333,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.9576665027238979,0.0,0.3310839243367611,0.0,0.0,0.0,0.0,0.8487717593055479,0.0,0.3549035789974761,0.3310839243367611,0.0,0.3310839243367611,0.0,0.0,0.0,0.0,0.6859875033342372,0.0,0.0,0.0,0.0,0.0,0.0,0.3310839243367611,0.0,0.0,0.0,0.0,0.0,0.3549035789974761
979,2,292.04200000000003,178.0685,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.2350018146228678,0.6648620048157481,0.5392047906752951,0.37096867236468867,0.16823611831060648,1.3108829162525988,0.0,0.2350018146228678,0.0,0.0,0.16823611831060648,0.16823611831060648,0.500315940153953,0.0,0.0,0.0,0.0,0.16823611831060648,0.5392047906752951,0.9547712524422192,0.9547712524422192,0.0,0.0,0.0,0.0,0.0
982,1,-503.596,193.634,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.4054651081081644,0.4054651081081644,1.8562979903656263,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.4054651081081644
1183,1,325.19,728.221,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8754687373538999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,1,449.377,1077.84,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.0,0.7884573603642702,0.0,0.0,1.2237754316221157,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2237754316221157,0.0,0.0,0.0,0.0,0.0
1212,1,325.905,161.532,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.33647223662121295,0.33647223662121295,0.5877866649021191,0.0,0.0,0.0,0.33647223662121295,0.33647223662121295,0.33647223662121295,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,1.7047480922384253,2.379546134130174,0.0,0.0,0.0,0.0,0.0
1219,1,282.552,234.569,Lin-Kit+Sca1-,Monocyte,Neutrophil,0.0,0.33647223662121295,0.0,0.33647223662121295,0.0,0.0,0.0,0.6418538861723948,0.33647223662121295,0.0,0.33647223662121295,1.1631508098056809,0.33647223662121295,0.33647223662121295,0.0,0.0,0.6418538861723948,0.0,1.0296194171811581,0.33647223662121295,0.0,0.0,0.0,0.0,0.0,1.410986973710262,0.0,0.0,0.0,0.0,0.0,0.0
1232,2,222.75900000000001,100.155,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34657359027997264,0.4377343686769499,0.6118877158110578,0.2653141255310852,0.0,0.0,0.0,0.0,0.2653141255310852,0.4377343686769499,0.2653141255310852,0.0,0.0,0.0,0.7843079589569226,1.3986406674150764,0.2653141255310852,1.930680545312959,0.0,0.0,0.0,0.0,0.0
1234,1,-3.857,575.11,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,1.5686159179138452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5686159179138452
1260,1,405.183,975.869,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4350845252893227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555114450274363,0.0,0.0,0.0,0.0,0.9555114450274363,0.0
1261,1,313.262,262.742,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.33647223662121295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162907318741551,0.0,0.0,0.0,0.0,0.33647223662121295,0.33647223662121295,0.5306282510621704,0.0,0.0,0.0,0.0,1.4586150226995167,1.8718021769015913,1.1631508098056809,1.3609765531356006,0.0,0.0,0.0,0.33647223662121295,0.0
1343,2,-637.5105,-368.568,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29389333245105953,0.2027325540540822,1.7129449971262634,0.0,0.34657359027997264,0.0,0.0,0.0,0.0,0.0,0.2027325540540822,0.29389333245105953,0.0,0.0,0.0,0.0,0.0,0.2027325540540822,0.0,1.3489999326243542,0.0,0.0,0.0,0.0,0.29389333245105953
1555,1,356.692,227.485,Lin-Kit+Sca1-,Monocyte,Monocyte,0.7884573603642702,0.0,0.0,0.0,0.0,0.18232155679395465,0.0,0.5306282510621704,0.4054651081081644,0.0,0.0,0.9932517730102833,0.18232155679395465,0.0,0.18232155679395465,0.0,0.18232155679395465,0.5306282510621704,0.4054651081081644,0.18232155679395465,0.5306282510621704,0.0,0.0,1.7404661748405046,2.3702437414678603,2.1162555148025524,2.151762203259462,0.0,0.0,0.0,0.4054651081081644,0.18232155679395465
1557,1,-45.172,544.266,Lin-Kit+Sca1-,Neutrophil,Baso,0.0,0.0,0.9932517730102833,0.0,0.6418538861723948,0.0,0.0,0.0,0.0,0.9932517730102833,0.0,0.6418538861723948,0.6418538861723948,0.0,0.0,0.0,0.0,0.9932517730102833,0.9932517730102833,0.0,0.0,0.0,0.0,0.6418538861723948,0.0,0.0,0.6418538861723948,0.0,0.0,0.0,0.0,0.0
1582,1,58.486,711.111,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884573603642702,0.7884573603642702,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884573603642702
1667,1,281.196,657.363,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1631508098056809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1631508098056809,0.0,0.0,0.0,0.0,0.0,0.0
1691,1,334.473,280.163,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.18232155679395465,0.0,0.0,0.0,0.18232155679395465,0.0,0.0,0.4054651081081644,0.0,0.18232155679395465,0.18232155679395465,0.18232155679395465,0.4054651081081644,0.18232155679395465,0.0,0.0,0.0,0.5306282510621704,0.5306282510621704,0.4054651081081644,0.0,0.0,0.0,1.4350845252893227,2.6026896854443837,1.9459101490553132,2.580216829592325,0.0,0.0,0.0,0.0,0.0
1736,2,466.6805,-105.052,Lin-Kit+Sca1-,Monocyte,Neutrophil,0.1311821322337455,0.0,0.0,0.1311821322337455,0.0,0.1311821322337455,0.262364264467491,0.262364264467491,0.2027325540540822,0.0,0.0,0.8243293127936908,0.262364264467491,0.0,0.0,0.1311821322337455,0.1311821322337455,0.0,0.7874232338322407,0.0,0.2027325540540822,0.0,0.1311821322337455,1.363926414199195,1.6534433510954571,1.5077674504250853,1.829982721974647,0.0,0.0,0.1311821322337455,0.262364264467491,0.1311821322337455
1822,1,-724.885,381.297,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.6931471805599453,0.0,0.0,0.0,0.262364264467491,0.5306282510621704,0.262364264467491,0.262364264467491,0.262364264467491,0.5306282510621704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262364264467491,0.0,0.0,0.262364264467491,0.0,0.0,0.0,0.0,0.0,0.0
1884,1,35.677,1124.354,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.9932517730102833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932517730102833,0.0,0.0,0.9932517730102833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,2,-73.711,774.3365,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.2653141255310852,0.0,0.0,0.2653141255310852,0.2653141255310852,0.29389333245105953,0.29389333245105953,0.29389333245105953,0.2653141255310852,0.0,1.3803213256106903,0.29389333245105953,0.2653141255310852,0.5592074579821447,0.0,0.0,0.4377343686769499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29389333245105953,0.2653141255310852,0.0,0.0,0.0,0.0,0.0
1910,3,-6.419,-186.0533333333333,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.15666787641524518,0.0,0.6923128038205725,0.5057742078420983,0.1351550360360548,0.15666787641524518,0.0,0.3877169366018936,0.0,0.0,0.0,0.1351550360360548,0.0,0.1351550360360548,0.23104906018664842,0.3432064723937194,0.0,0.0,1.584601895042413,1.9824345504407377,0.7590890950032518,1.4455020397906908,0.0,0.0,0.0,0.0,0.5571577677845176
1913,2,54.509,237.451,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3209269430861974,2.007831020093816,0.3209269430861974,0.0,0.0,0.0,0.0,0.0,0.3209269430861974,0.8789289587761868,0.0,0.0,0.0,0.0,0.0,0.0,0.34657359027997264,0.0,0.6675005333661701,0.0,0.0,0.0,0.0,0.0
1915,2,-596.7950000000001,-317.544,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9699163530337065,0.0,0.2027325540540822,0.2027325540540822,0.0,0.0,0.0,0.2027325540540822,0.831963048859085,0.2350018146228678,0.0,0.0,0.0,0.0,1.3061366228542206,0.2350018146228678,0.2027325540540822,1.8638096412149334,0.0,0.0,0.0,0.0,0.6804882765678003
1919,1,361.347,754.819,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.7419373447293773,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.0
1929,1,48.677,207.479,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.7419373447293773,0.7419373447293773,0.7419373447293773,1.667706820558076,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.308332819650179,0.0,0.0,0.0,0.0,0.0
1978,2,307.5365,321.226,Lin-Kit+Sca1-,Monocyte,Neutrophil,0.2350018146228678,0.0,0.0,0.2027325540540822,0.1311821322337455,0.1311821322337455,0.1311821322337455,0.3339146862878277,0.37096867236468867,0.3339146862878277,0.0,0.3339146862878277,0.1311821322337455,0.0,0.1311821322337455,0.0,0.43773436867695,0.6089378547474636,0.2350018146228678,0.0,0.0,0.0,0.0,0.5236594971402796,0.43773436867695,1.6456912578274743,0.5323553684962141,0.0,0.0,0.0,0.0,0.0
1989,2,157.4375,326.0045,Lin-Kit+Sca1-,Neutrophil,Monocyte,0.0,0.0,0.0,0.0,0.0,0.2653141255310852,0.0,0.500315940153953,0.0,0.2350018146228678,0.416454561467552,0.5493061443340549,0.0,0.2350018146228678,0.0,0.0,0.2653141255310852,0.0,0.416454561467552,0.0,0.0,0.0,0.0,0.0,0.2653141255310852,0.2350018146228678,0.0,0.0,0.0,0.0,0.2350018146228678,0.0
2037,1,183.415,496.598,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932517730102833,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932517730102833,0.0,0.0,0.0,0.0,0.0,0.0
2151,2,85.60850000000002,374.79499999999996,Lin-Kit+Sca1+,Baso,Baso,0.0,0.2027325540540822,0.0,0.0,0.0,0.0,0.0,0.4777557225137182,0.0,0.0,0.0,0.2027325540540822,0.9082260409092132,0.0,0.0,0.0,0.2027325540540822,0.0,0.37096867236468867,0.2027325540540822,0.0,0.0,0.4777557225137182,0.4777557225137182,1.1611938601451126,0.2027325540540822,0.833853410279038,0.0,0.0,0.0,0.2027325540540822,0.2027325540540822
2158,1,373.434,929.298,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,1.1631508098056809,0.0,0.0,0.0,0.0,1.3609765531356006,0.0,0.5306282510621704,0.0,0.8754687373538999,0.0,0.5306282510621704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,1,421.834,-33.603,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932517730102833,0.0,0.9932517730102833,0.9932517730102833,0.0,0.0,0.0,0.0,0.0
2209,1,136.893,588.501,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.5877866649021191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5877866649021191,0.5877866649021191,1.1939224684724346,0.0,0.0,0.0,0.0,0.0,0.5877866649021191,0.0,0.0,0.0,0.0,0.0,0.0,0.5877866649021191,0.0,1.5686159179138452,0.0,0.0,0.0,0.0,0.5877866649021191
2224,1,293.299,397.25,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.5306282510621704,0.0,0.0,0.0,0.0,0.0,0.9932517730102833,0.262364264467491,0.262364264467491,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.262364264467491,0.262364264467491,0.262364264467491,0.0,0.0,0.0,0.0,0.262364264467491,0.262364264467491,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
2235,1,120.093,918.992,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.8754687373538999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33500106673234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8754687373538999,0.0,0.0,0.0,0.0,0.0
2284,3,-29.129333333333324,669.533,Lin-Kit+Sca1+,Baso,Baso,0.0,0.5086854344983497,0.0,0.0,0.0,0.0,0.0,0.0,0.31850381500914543,0.0,0.0,0.5086854344983497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3432064723937194,0.0,0.0,0.0,0.0,0.0,0.0
2367,1,-572.465,-264.852,Lin-Kit+Sca1-,Baso,Baso,0.33647223662121295,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.33647223662121295,0.9162907318741551,2.028148247292285,0.5877866649021191,0.0,0.0,0.0,0.0,0.0,0.33647223662121295,0.33647223662121295,1.410986973710262,0.0,0.0,0.0,0.0,0.0,0.33647223662121295,0.0,1.8562979903656263,0.0,0.0,0.0,0.0,0.5877866649021191
2429,3,231.58200000000002,706.8266666666667,Lin-Kit+Sca1+,Monocyte,Neutrophil,0.0,0.2473124482431258,0.0,0.0,0.0,0.31850381500914543,0.0,0.0,0.0,0.3771340371637002,0.3771340371637002,0.6956378521728457,0.2473124482431258,0.0,0.0,0.0,0.31850381500914543,0.3771340371637002,0.0,0.0,0.0,0.2473124482431258,0.2473124482431258,0.0,0.0,0.31850381500914543,0.0,0.0,0.0,0.0,0.0,0.0
2437,1,41.68,851.117,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1631508098056809,0.0,0.0,0.0,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,2,-122.0915,371.0675,Lin-Kit+Sca1+,Baso,Baso,0.5657010557455503,0.0,0.0,0.0,0.0,0.4377343686769499,0.0,0.66750053336617,0.0,0.4377343686769499,0.4377343686769499,0.66750053336617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0034354244225003,0.4377343686769499,0.5657010557455503,0.0,0.0,0.0,0.0,0.0
2504,3,241.84,492.2336666666667,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.6552375921171644,0.0,0.0,0.0,0.11215741220707098,0.0,0.2473124482431258,0.2628191201214234,0.6280115817790753,0.0,1.3949720868021627,0.2628191201214234,0.11215741220707098,0.0,0.0,0.2473124482431258,0.11215741220707098,0.11215741220707098,0.0,0.0,0.0,0.0,0.6716343401807551,1.5255902371554644,0.5297450683721937,1.6253709781451915,0.0,0.0,0.0,0.3662040962227033,0.47836150842977426
2569,1,206.083,790.773,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.9162907318741551,0.9162907318741551,0.0,0.0,0.9162907318741551,0.0,0.0,0.0,0.0,0.5877866649021191,1.589235205116581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,1,185.387,493.364,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589235205116581,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
