label,radius_norm,radius_rank,log_volume,volume_rank,recent_speed_relcentroid,recent_radial_relcentroid,recent_tangential_relcentroid,recent_speed_abs,accel_mag_relcentroid,accel_radial_relcentroid,accel_tangential_relcentroid,recent_log_volume_change,old_speed_relcentroid,old_radial_relcentroid,old_tangential_relcentroid,old_log_volume_change_rate,future_radial_velocity,future_speed,knn3_mean_distance,knn3_max_distance,knn3_distance_sd,knn3_log_density,knn3_neighbor_logvol_mean,knn3_neighbor_logvol_sd,knn3_focal_minus_neighbor_logvol,knn3_shape_eigfrac1,knn3_shape_eigfrac2,knn3_shape_eigfrac3,knn5_mean_distance,knn5_max_distance,knn5_distance_sd,knn5_log_density,knn5_neighbor_logvol_mean,knn5_neighbor_logvol_sd,knn5_focal_minus_neighbor_logvol,knn5_shape_eigfrac1,knn5_shape_eigfrac2,knn5_shape_eigfrac3,knn10_mean_distance,knn10_max_distance,knn10_distance_sd,knn10_log_density,knn10_neighbor_logvol_mean,knn10_neighbor_logvol_sd,knn10_focal_minus_neighbor_logvol,knn10_shape_eigfrac1,knn10_shape_eigfrac2,knn10_shape_eigfrac3,neighbor_velocity_mean_speed,neighbor_velocity_speed_sd,neighbor_velocity_consensus_mag,focal_minus_neighbor_consensus_speed,focal_neighbor_velocity_alignment,neighbor_radial_velocity_mean,neighbor_radial_velocity_sd,sequence,organism
37,0.7892293652241364,0.1746031746031746,4.330733340286331,0.5052910052910053,0.008957075520744867,-0.008811011959621673,0.0016109842121295906,0.009275328835868535,0.00936877387700744,-0.006065071238031933,0.007140646667921247,0.0,0.0021427060976574423,-0.0020673524779946098,0.0005632434222145263,0.0,-0.006611000620057758,0.019121080334181587,0.14389882637069099,0.15575925800351217,0.010620980293867642,6.676943333342043,4.330733340286331,0.0,0.0,0.6601192152032167,0.336943648509802,0.002937136238949761,0.15111643279944698,0.1643068936753225,0.012167965835532047,7.027495803105859,4.330733340286331,0.0,0.0,0.6685786086995563,0.32677863156349135,0.004642759693444267,0.19886173610325322,0.3028362905339821,0.06004833508322527,5.886273837214851,4.330733340286331,0.0,0.0,0.6801693442625566,0.31509507265166253,0.0047355830626067226,0.00799624955614211,0.005379988493946743,0.002838485916082548,0.007148625368419841,0.7312496150673936,-0.0018606068529418013,0.00588683758217981,01,Drosophila
40,0.7231868194228852,0.0582010582010582,4.330733340286331,0.5052910052910053,0.017819318488815333,0.004680356718234047,0.0171936724522691,0.020740265790665742,0.023279180943598907,0.008262065442940735,0.021763697756157684,0.0,0.004021575023232576,0.0002715537159617054,0.004012396322253758,0.0,-0.004948277119494686,0.018626765363284503,0.1034371952021305,0.12234999040599723,0.017523470036185755,7.40122099064605,4.330733340286331,0.0,0.0,0.660698818660722,0.3356871597643095,0.003614021484111576,0.12540054544479903,0.17456356148915733,0.03182822050903712,6.845836975568607,4.330733340286331,0.0,0.0,0.7251081239725867,0.2620488352229131,0.012843040744757015,0.1834967442443792,0.30018265902468666,0.06798283353331282,5.9126774715344945,4.330733340286331,0.0,0.0,0.8997902829618164,0.09423914705099214,0.005970569961077032,0.007285821465878662,0.004387182130084882,0.003169162754644631,0.019179980608897713,-0.35681154814006627,-0.003253719713333723,0.004322226388054773,01,Drosophila
45,0.8255985086959773,0.2275132275132275,4.330733340286331,0.5052910052910053,0.005334857082165385,-0.005027187210368141,0.0017855220074368024,0.00586623303367653,0.0005796762712186752,0.0002060403305677645,0.0005418228138363256,0.0,0.005064875377767903,0.0007614796762760536,0.0050073057920340825,0.0,-0.005313566568278845,0.018832953166961233,0.12013585904523928,0.1459501802442893,0.034173013337655114,6.8720821284765305,4.330733340286331,0.0,0.0,0.6578908289932661,0.33092494238642056,0.011184228556212424,0.14103909294820466,0.17446496585209706,0.036848478105346076,6.847531891002861,4.330733340286331,0.0,0.0,0.5667297685850997,0.42259566874758925,0.010674562620252034,0.18466938167922545,0.25924502614426354,0.056008141904125106,6.352529945778363,4.330733340286331,0.0,0.0,0.7059509295634391,0.288454801144406,0.005594269265302081,0.008358471400000057,0.005310093143646632,0.00321072792759832,0.004350514854930194,0.5792152341724361,-0.0022389893278671547,0.006191911935769624,01,Drosophila
46,0.7980489405695239,0.20105820105820105,4.330733340286331,0.5052910052910053,0.017961195591582296,-0.004540243904772096,0.017377880548681855,0.021553916467149478,0.021305541640745104,-0.0015024487437655643,0.02125249990890203,0.0,0.005061273562440836,-0.0037848772568316877,0.003360237227426181,0.0,-0.0019872337094130207,0.01604390604685678,0.14394566771174,0.17178149399637796,0.021596085147018114,6.3832082690676595,4.330733340286331,0.0,0.0,0.7636101891411267,0.20559889203490475,0.030790918776769243,0.16179742689561455,0.19897688270552671,0.028304445131273778,6.453137797250863,4.330733340286331,0.0,0.0,0.5270493251000916,0.44996884821709604,0.022981826645747376,0.21049596793028363,0.290393348508923,0.0542065515228785,6.012141795585536,4.330733340286331,0.0,0.0,0.6981876365953971,0.29056696052656095,0.011245402856876602,0.009811535001908947,0.005883933598117023,0.003749108042243343,0.014671447644447258,0.9014831723656368,-0.0012786678484362033,0.004129899544301652,01,Drosophila
49,0.8618413085138334,0.291005291005291,4.330733340286331,0.5052910052910053,0.006382795328513196,-0.0037662156255843615,0.005153221911318595,0.004148053158133207,0.02104072423825128,-0.003468333748267281,0.020752897086449524,0.0,0.0028400080052074397,-0.0008869133739778546,0.002697967779033241,0.0,-0.005228215657566995,0.016320362147996936,0.15907989821186794,0.19256083059857965,0.036690794405156345,6.040641804718169,4.330733340286331,0.0,0.0,0.9580888971556359,0.04119855709186133,0.0007125457149830278,0.19658595082440083,0.2557031697305565,0.05404675934766977,5.700651913799321,4.330733340286331,0.0,0.0,0.7316237742639377,0.24168371125882354,0.026692514453181226,0.2400216276486343,0.29477456176479505,0.05817551599226039,5.96721832954754,4.330733340286331,0.0,0.0,0.5648779747383778,0.40505731927745736,0.030064705967770083,0.007300130427514746,0.004856777779308501,0.0014256906728222483,0.0057924410014486595,0.5066157698187499,0.000738237211100836,0.004238528365451403,01,Drosophila
52,0.7414854311337055,0.08994708994708994,4.330733340286331,0.5052910052910053,0.008957075520744867,-0.00887715796943028,0.0011938459993263077,0.009275328835868535,0.013069939466261175,0.012202773220716593,0.004681414676728973,0.0,0.009914461803365946,0.006824804957628189,0.007191563817469469,0.0,-0.006769294187071544,0.017158661986218002,0.11183540557770615,0.12319089370720547,0.015763221580746473,7.380672724119911,4.330733340286331,0.0,0.0,0.8141757030174657,0.1415826756800196,0.04424162122411809,0.13582084709498363,0.18872502260056961,0.03356539243731134,6.6118306028929625,4.330733340286331,0.0,0.0,0.631599216902956,0.3419869616983779,0.026413821347577762,0.19371930087078512,0.2745873336514712,0.064112921803362,6.180042832709273,4.330733340286331,0.0,0.0,0.6729862156311237,0.3140940192943631,0.01291976505049655,0.008157484981419503,0.005544711788462658,0.0025033627333902668,0.007659871830468392,0.6204037666979583,-0.002813116425706933,0.004653156537102947,01,Drosophila
57,1.0321086948827447,0.6402116402116402,4.330733340286331,0.5052910052910053,0.005334857082165612,-0.0046434550266882604,0.0026265996082875127,0.005866233033676735,0.0005796762712186416,0.00027829352557522504,0.0005085049587141307,0.0,0.004277312650521182,-0.0038507540107772455,0.0018620142477412728,0.0,-0.0027963891132560333,0.01679605862694567,0.09113762671620083,0.13619265733845154,0.03281960498457138,7.079666681065717,4.330733340286331,0.0,0.0,0.7079716713627017,0.24024908829577862,0.05177924023494609,0.14138994443530928,0.2228010442811813,0.06669914582971016,6.113866163927129,4.330733340286331,0.0,0.0,0.8853354242585149,0.07807680923654343,0.036587766464025125,0.20751475953457654,0.29640444933195226,0.08266985211449172,5.95067621625015,4.330733340286331,0.0,0.0,0.7592684782034438,0.22648425608783973,0.014247265688675088,0.011258550579830374,0.006061768915658438,0.005884256917847025,0.008710911632079708,-0.20379294929667188,-0.0004587879352012537,0.005578125112820751,01,Drosophila
58,0.9288705691001071,0.42857142857142855,4.330733340286331,0.5052910052910053,0.0070919024524994595,0.004848290904013416,0.0051758241571588015,0.009275328835868533,0.004168019552861694,0.0036755007591738934,0.0019654722491934426,0.0,0.002761719918305721,0.000515823517132747,0.002713120529268717,0.0,-0.0064187826140134335,0.017046877982037096,0.08699460867290702,0.10244935554529382,0.013002225375981207,7.933772371983976,4.330733340286331,0.0,0.0,0.7545556310229472,0.15332487495067407,0.09211949389713163,0.11015982381596792,0.1730787296281604,0.03498313131967909,6.871464022585694,4.330733340286331,0.0,0.0,0.7809926918745725,0.18020974319578478,0.03879756485478681,0.17090563924829558,0.29966633873206844,0.07349711182120824,5.917841975488414,4.330733340286331,0.0,0.0,0.7647557577599863,0.22117009570681448,0.01407414650430637,0.010774387484925449,0.008977896721433535,0.005048457431651276,0.003592319411191593,0.8780961047028836,0.005246075989170925,0.008943284912412763,01,Drosophila
63,0.7581172379355713,0.1164021164021164,4.330733340286331,0.5052910052910053,0.017952872012602254,0.0029240977444658827,0.017713138227928072,0.021553916467149534,0.027288969018775235,0.015281822919495282,0.022608708905306012,0.0,0.004856430347663141,-0.0037070914017062,0.0031372582075913824,0.0,-0.004500288543291644,0.015024887568145155,0.18387284697987305,0.23825140537655137,0.04177104699938948,5.40189880174818,4.330733340286331,0.0,0.0,0.8318687238258576,0.16705100301302095,0.001080273132995291,0.21889075452562395,0.2745873336514712,0.05376143448765318,5.486895652149427,4.330733340286331,0.0,0.0,0.5398594231093715,0.390068516234503,0.07007206063644193,0.25218338727276224,0.3062263546213911,0.051072427497804676,5.852877281469938,4.330733340286331,0.0,0.0,0.6443248128128234,0.30917693026120324,0.046498256910868646,0.007770994530022404,0.0045769416432657585,0.0012928160847561745,0.01922030767724432,-0.9789682646195059,-0.0013749182667190908,0.005440980471541557,01,Drosophila
68,0.8956971044725244,0.3439153439153439,4.330733340286331,0.5052910052910053,0.01855906590827554,-0.002117073096940375,0.018437920948141815,0.0227198228444008,0.021305541640745104,-0.00770974691013731,0.01986166929508071,0.0,0.0016661732377656932,-0.00010285956998880623,0.0016629952396529375,0.0,-0.004634766107502631,0.01592910023530703,0.12328533977176657,0.13460416519499468,0.014751614141436786,7.114863040053987,4.330733340286331,0.0,0.0,0.6824166763083183,0.27065157316621985,0.046931750460597936,0.13943356262779444,0.17855911427311733,0.02470943299765597,6.7779445928271524,4.330733340286331,0.0,0.0,0.722153398093675,0.25372013894838,0.024126462908075515,0.18390772580782208,0.2472879902858,0.04910264447946891,6.4941900998526725,4.330733340286331,0.0,0.0,0.5970972528982968,0.38967629117940844,0.013226455894695467,0.008708542708977685,0.00872934115232756,0.0066060683882931985,0.020781704924469728,-0.17862689347648802,0.005733284165973729,0.008652864173232737,01,Drosophila
71,1.0135943204854558,0.6031746031746031,4.330733340286331,0.5052910052910053,0.007112946926131996,-0.0069392301850935275,0.0015624014888169628,0.009275328835868664,0.004059083689045455,-0.001817575319473439,0.003629404958490563,0.0,0.0016661732377657701,-0.0014692476932772886,0.0007857763511624896,0.0,-0.004351539694465888,0.018624712487831832,0.11147935244520853,0.13104171974105425,0.02360951094580428,7.195330893753396,4.330733340286331,0.0,0.0,0.6195728646869142,0.3657628130067047,0.01466432222936953,0.14572636374919565,0.20460458790448754,0.04600302540159071,6.369465918138815,4.330733340286331,0.0,0.0,0.5540615921505275,0.4270838089626332,0.018854598844017294,0.202920145649995,0.3069279050359771,0.06919858762715689,5.846012280929053,4.330733340286331,0.0,0.0,0.7051458777334646,0.2887310953681715,0.0061230268766082905,0.011020122205866399,0.006134349789166261,0.005619103513735855,0.009172732802343986,-0.024653095038884215,3.1822826595439246e-05,0.005756725985292573,01,Drosophila
76,0.7460338887480982,0.09523809523809523,4.330733340286331,0.5052910052910053,0.0070919024524994595,0.004702468155107774,0.0053086602496265605,0.009275328835868533,0.024032280119883516,0.007206160915405635,0.02292644177847554,0.0,0.0037516819186866213,-0.000980325652653848,0.003621336608732877,0.0,-0.004488650848760254,0.018727080591411472,0.09071080564049215,0.10784938211146206,0.01630180122108076,7.779671193803376,4.330733340286331,0.0,0.0,0.6335070445971639,0.3570062499724945,0.009486705312614035,0.11082325130707209,0.15768059020976308,0.029624645614644445,7.150989531355971,4.330733340286331,0.0,0.0,0.6768382109138307,0.30727444134607296,0.015887347664105118,0.17193258271977624,0.26987859936723774,0.06784088002204056,6.231934252158439,4.330733340286331,0.0,0.0,0.7359872314222443,0.2525799520710611,0.011432816477423504,0.01219634379557694,0.006108868887283527,0.00786379489447983,0.013869640843589616,-0.7193261801497587,-0.0021744069931619613,0.004426852521278822,01,Drosophila
77,0.8533676524664243,0.25925925925925924,4.330733340286331,0.5052910052910053,0.003332399780238128,0.0004574411806021268,0.0033008538079746055,0.004148053158133207,0.020571906341014794,0.0029709505500790396,0.020356246788945886,0.0,0.0025588457801376317,-0.0010293062044481331,0.002342695128268453,0.0,-0.007986013135867675,0.01726307896774895,0.1732026700386912,0.2472879902858,0.052388067645249246,5.29021729552697,4.330733340286331,0.0,0.0,0.6353259904091971,0.28066645906446863,0.08400755049579396,0.20709013421463776,0.2601394912265587,0.05806215821184748,5.649049773726327,4.330733340286331,0.0,0.0,0.6520137991155864,0.27200237562367585,0.07598382523911956,0.25023026434040163,0.33054544432972405,0.061290864095242086,5.623618475132899,4.330733340286331,0.0,0.0,0.6076815655934859,0.345761426047039,0.046557008344408436,0.011609583974330635,0.005791341283534534,0.005067689201898237,0.008306469975917607,-0.9536922191290863,-0.0008404921932630745,0.005107511520339103,01,Drosophila
82,0.9148353772409162,0.3968253968253968,4.330733340286331,0.5052910052910053,0.010087846579660551,0.00851152624126236,0.005414662469542431,0.011732466067353264,0.016581845924574075,0.015689136593313637,0.005367365016715449,0.0,0.002761719918305721,0.0003470322896685537,0.00273982946496565,0.0,-0.008270582409422739,0.01604152263957231,0.07847968122039327,0.08631539483874487,0.006399944128748162,8.447854215106233,4.330733340286331,0.0,0.0,0.6237056888772795,0.3386293872329656,0.037664923728465076,0.11649512127946962,0.1982838831856131,0.04937276687195336,6.463604477310114,4.330733340286331,0.0,0.0,0.6650850558931435,0.32465656083535455,0.010258383209036223,0.18264181443956148,0.26824789803702936,0.07515817812681456,6.250116292956021,4.330733340286331,0.0,0.0,0.6009835384872932,0.33755593410113377,0.06146052738593651,0.008511096254391374,0.0055149388848337024,0.0011558005187075966,0.01041153079604557,-0.22725814361416355,0.0009079463078941044,0.0027596545207388477,01,Drosophila
87,0.9473478058660283,0.48677248677248675,4.330733340286331,0.5052910052910053,0.03388478893963479,0.02965465094659227,0.016394529536384095,0.03568290249124501,0.03336605662767994,0.027809479159666448,0.018437098571890912,0.0,0.002747091676128963,0.00243064268269578,0.0012800346972307029,0.0,-0.0077169721465177215,0.01728078923551779,0.12068814582986147,0.13104171974105375,0.00877331484938081,7.195330893753407,4.330733340286331,0.0,0.0,0.7504141994827004,0.24069245585859794,0.008893344590407746,0.13278447358971687,0.16905543188398886,0.019927164056360632,6.942023767803934,4.330733340286331,0.0,0.0,0.7567576694849668,0.2225237593782566,0.0207185710813099,0.18115636515971062,0.27203766257010403,0.05406839374095218,6.208029363765416,4.330733340286331,0.0,0.0,0.6238983144705127,0.335895139973428,0.04020654552808011,0.008100246070474371,0.0038920427343167576,0.003577278335176539,0.030692790503597817,0.9030560262779261,0.0031094557462340933,0.003923253590788712,01,Drosophila
90,1.1389730635112718,0.7777777777777778,4.330733340286331,0.5052910052910053,0.01179833226040208,-0.0018551603366316874,0.011651567459025977,0.009275328835868664,0.015055260733597848,-0.005714795346872199,0.013928459710247256,0.0,0.002072217894276774,-0.0004337383253741251,0.002026316378669066,0.0,0.00030587934451723056,0.017140825534426026,0.10340616578667695,0.1379500546320457,0.034427872102329886,7.041203035160651,4.330733340286331,0.0,0.0,0.5567871452721594,0.44124937187663754,0.0019634827670144857,0.12581446260717938,0.17456356148915725,0.0394463178204644,6.845836975568608,4.330733340286331,0.0,0.0,0.7443582190418196,0.23629258506732576,0.01934919583333477,0.209515862303004,0.3545311696377508,0.09385019350642829,5.413462126691053,4.330733340286331,0.0,0.0,0.6264503690033381,0.3583404574122092,0.015209173565479095,0.00909307288136792,0.0049571607608787874,0.002972730028043359,0.011192059310942287,0.32468579396837766,0.0014890390079760109,0.003707955374472125,01,Drosophila
95,0.7513936790742607,0.10052910052910052,4.330733340286331,0.5052910052910053,0.005334857082165612,-0.003961593523648555,0.003573020688509711,0.005866233033676735,0.000579676271218706,5.084798721882805e-05,0.0005774418253034817,0.0,0.0032536826883571646,0.0015715782109698576,0.0028489634892921827,0.0,-0.0042188949575166146,0.019192934333932824,0.0891018673542412,0.12751468945792052,0.02717702271554762,7.27718341694208,4.330733340286331,0.0,0.0,0.9040486776121031,0.09582459104300697,0.0001267312296523809,0.1139441496834318,0.17456356148915733,0.039837968085792756,6.845836975568607,4.330733340286331,0.0,0.0,0.8360134937004998,0.1561950583302225,0.007791447900645099,0.1677278797379071,0.2750569013438216,0.06505761530137583,6.174916959171424,4.330733340286331,0.0,0.0,0.7003482657433828,0.29010029074352,0.009551443482199707,0.012372048332610323,0.005931689400866031,0.007524890685063157,0.010534748467211058,-0.32254017768695564,-0.0013080008252863281,0.004822458004838761,01,Drosophila
